census_block_group,1,2,3,4,5,6,7
510594151001,1,2,0,1,0,0,0
510594151002,1,1,0,0,1,0,0
510594151003,0,1,1,1,0,0,0
510594152001,2,1,0,0,0,0,0
510594152002,3,1,0,0,0,0,0
510594152003,4,2,0,0,0,0,0
510594152004,1,1,1,0,0,0,0
510594153001,0,0,0,1,0,0,0
510594153002,2,1,1,1,0,0,0
510594153003,2,2,1,1,1,0,0
510594154011,1,2,0,1,1,0,0
510594154012,2,4,1,1,1,0,0
510594154013,1,2,0,1,0,1,0
510594154021,1,2,1,0,0,0,0
510594154022,1,1,0,1,0,0,1
510594154023,2,1,0,1,1,0,0
510594155001,1,2,1,1,0,0,0
510594155002,1,1,1,1,0,0,0
510594155003,2,2,1,3,1,0,0
510594155004,2,1,1,1,0,0,0
510594156001,1,3,1,1,0,0,0
510594156002,1,1,1,2,0,0,0
510594157001,1,1,1,1,0,0,0
510594157002,1,2,2,2,1,0,0
510594158001,0,2,1,1,0,0,0
510594158002,1,2,1,2,0,0,0
510594158003,1,2,1,2,1,0,0
510594159001,0,2,1,1,0,0,0
510594159002,1,4,1,2,0,0,0
510594160001,1,2,1,1,0,0,0
510594160002,2,3,1,3,1,0,0
510594160003,0,1,0,0,0,0,0
510594161001,2,3,2,1,1,1,0
510594161002,1,2,0,0,0,0,0
510594162001,0,1,1,1,1,1,0
510594162002,0,2,3,3,1,0,0
510594163001,0,1,0,2,0,1,0
510594163002,1,2,1,0,0,0,1
510594201001,1,1,1,0,0,0,0
510594201002,1,3,1,3,1,0,0
510594202011,1,1,1,0,0,0,0
510594202012,1,1,1,1,0,0,1
510594202013,0,1,1,0,1,0,0
510594202021,4,3,1,0,0,0,0
510594202022,1,1,0,0,0,0,0
510594202031,2,3,2,1,1,0,0
510594203001,1,3,0,1,1,1,0
510594203002,2,2,1,1,1,0,0
510594203003,0,1,1,0,0,1,0
510594203004,1,1,0,1,0,0,0
510594204001,2,3,1,0,0,0,0
510594204002,7,2,0,1,0,0,0
510594205011,5,4,0,0,0,0,0
510594205021,2,2,1,0,0,0,0
510594205022,2,2,0,0,0,0,0
510594205031,2,3,0,0,0,0,0
510594205032,3,1,1,1,0,0,0
510594205033,2,1,0,0,0,0,0
510594206001,0,3,1,1,0,0,0
510594206002,2,4,2,1,1,0,0
510594207001,1,2,1,1,0,0,0
510594207002,1,3,1,2,1,0,0
510594208001,0,1,0,0,0,0,0
510594208002,0,1,1,0,0,0,0
510594208003,1,2,1,1,0,0,1
510594210011,2,3,1,2,1,0,0
510594210021,4,1,1,1,0,0,0
510594210022,1,3,1,2,1,0,0
510594210023,1,1,1,1,0,0,0
510594211011,0,0,0,1,1,0,0
510594211012,2,3,2,1,0,0,1
510594211013,2,3,2,2,1,0,0
510594211021,2,2,1,0,1,0,0
510594211022,2,3,1,1,1,0,0
510594211031,0,2,1,1,1,0,0
510594211032,1,2,2,2,0,0,0
510594211033,1,1,1,0,0,0,0
510594211034,2,2,0,1,0,0,0
510594212001,1,2,1,1,0,0,0
510594213001,2,2,2,1,1,0,0
510594213002,2,2,1,1,0,0,0
510594214001,3,2,2,3,0,1,1
510594214002,1,2,0,0,0,0,0
510594214003,1,1,1,2,0,0,0
510594214004,1,0,3,2,1,0,0
510594215001,2,1,1,1,1,0,0
510594215002,1,2,1,2,2,0,1
510594215003,3,1,0,1,1,0,0
510594216001,2,1,1,3,1,0,0
510594216002,3,2,1,2,1,1,0
510594216003,2,1,1,0,2,0,0
510594217011,1,2,1,1,2,0,1
510594217012,2,1,1,1,1,0,0
510594217021,1,1,0,0,1,0,1
510594217022,2,2,1,1,1,1,1
510594218001,1,2,2,2,0,0,0
510594218002,2,1,2,2,2,0,0
510594218003,1,2,0,0,0,0,1
510594219001,0,0,0,1,1,0,0
510594219002,0,0,1,1,0,0,0
510594219003,1,0,0,0,0,0,0
510594220001,5,4,2,2,1,0,0
510594221011,1,3,2,2,0,1,1
510594221012,4,2,2,2,0,0,0
510594221013,1,2,1,1,0,0,0
510594221021,1,2,0,1,1,0,1
510594221022,0,1,2,1,0,0,0
510594221023,1,1,1,2,0,0,0
510594221024,0,1,1,1,1,0,0
510594222011,1,2,1,2,0,0,1
510594222012,0,1,1,2,1,0,0
510594222021,3,2,1,2,0,0,0
510594222022,2,3,2,1,1,0,0
510594222023,1,3,1,2,1,0,0
510594223011,3,3,2,0,0,0,0
510594223012,1,2,1,1,0,0,0
510594223021,2,1,0,0,0,0,0
510594223022,3,3,2,1,0,0,0
510594223023,4,2,0,0,0,0,0
510594223024,2,2,1,1,0,0,0
510594224011,1,1,0,1,0,0,0
510594224012,4,2,2,1,0,0,1
510594224021,1,2,2,2,0,0,0
510594224022,1,1,1,1,0,0,0
510594224023,2,2,2,1,0,0,0
510594224031,1,1,1,1,0,0,0
510594224032,2,2,1,1,0,0,0
510594301011,1,1,1,1,0,0,0
510594301012,1,2,1,1,0,0,0
510594301013,0,2,2,1,0,0,0
510594301021,2,2,2,1,1,0,0
510594302011,1,2,1,3,1,0,0
510594302012,1,2,1,2,0,0,0
510594302021,0,2,1,1,0,0,0
510594302022,1,2,1,1,0,0,0
510594302023,1,1,1,2,0,0,1
510594302031,1,3,2,2,1,0,0
510594304001,1,2,1,3,0,1,1
510594304002,1,2,1,2,0,0,0
510594304003,3,2,1,1,1,0,0
510594305001,1,1,2,2,0,0,0
510594306001,1,1,1,0,1,1,1
510594306002,0,1,1,0,0,0,1
510594306003,1,1,1,2,0,0,0
510594306004,1,1,1,1,1,0,0
510594307001,1,1,1,1,0,0,0
510594307002,0,1,1,1,0,0,0
510594308011,1,2,1,1,0,0,0
510594308012,3,2,2,1,1,1,0
510594308021,1,2,1,2,0,0,0
510594308022,4,2,1,1,0,0,0
510594308023,3,2,1,1,0,0,0
510594309011,1,2,2,1,0,0,0
510594309012,1,2,2,1,0,0,1
510594309021,0,1,1,0,0,0,1
510594309022,1,2,1,2,0,1,0
510594310011,0,2,1,2,1,0,0
510594310012,1,1,1,1,0,0,0
510594310013,1,2,2,1,0,0,0
510594310021,1,2,1,2,1,0,0
510594313001,1,1,2,1,1,0,0
510594313002,1,2,1,1,0,1,0
510594313003,0,1,1,1,1,0,0
510594314001,1,1,1,1,0,0,0
510594314002,1,2,1,1,1,0,0
510594314003,1,2,1,1,0,0,0
510594315001,2,3,1,2,0,1,0
510594315002,3,4,1,3,1,0,0
510594316001,11,7,2,2,0,0,0
510594316002,1,1,1,0,0,0,0
510594316003,1,1,1,1,0,1,1
510594318011,1,2,1,1,1,0,1
510594318012,1,4,1,1,1,0,0
510594318021,1,2,1,1,1,0,0
510594318022,0,1,1,1,0,0,0
510594319001,1,2,1,1,0,0,0
510594319002,2,1,1,1,0,0,0
510594320001,1,2,1,2,0,0,0
510594320002,1,1,1,1,0,0,0
510594321001,3,2,2,0,0,0,1
510594321002,1,3,1,1,1,0,0
510594322011,2,3,1,2,0,0,0
510594322021,1,3,2,1,1,0,0
510594322022,1,2,1,2,0,0,0
510594323001,1,2,1,2,1,0,0
510594323002,0,1,1,1,0,0,0
510594323003,1,1,2,3,0,0,0
510594324011,0,3,1,2,1,0,0
510594324012,0,1,1,1,0,0,0
510594324021,1,2,1,1,0,0,0
510594324022,0,2,1,1,1,0,1
510594324023,1,2,1,1,0,0,0
510594325001,0,2,1,1,0,0,0
510594325002,1,3,1,1,0,0,0
510594325003,0,2,1,1,1,0,0
510594326001,1,2,1,2,1,1,0
510594326002,0,3,1,1,1,0,0
510594327011,1,4,2,2,1,0,0
510594327021,1,2,2,2,1,0,0
510594327022,1,2,2,2,0,0,0
510594328001,1,3,1,1,1,0,0
510594401001,1,2,1,1,0,0,0
510594401002,1,3,1,2,0,0,0
510594401003,2,1,2,2,1,0,0
510594401004,1,1,0,1,0,0,1
510594402011,5,4,2,1,0,1,0
510594402021,1,3,2,0,0,0,0
510594402022,0,1,0,0,0,0,0
510594402023,1,2,2,1,1,0,0
510594402024,3,1,1,2,0,0,0
510594403001,1,2,1,0,0,0,0
510594403002,0,2,1,1,0,0,0
510594405011,1,2,1,1,1,0,0
510594405012,1,2,1,2,0,1,0
510594405013,0,2,1,1,0,0,0
510594405021,1,2,1,1,0,0,0
510594405022,0,2,1,1,0,0,0
510594405023,0,0,0,0,0,0,0
510594406001,1,2,2,2,1,0,0
510594407011,1,3,2,2,1,1,0
510594407021,2,2,2,2,1,0,0
510594407022,1,1,1,0,1,1,0
510594407023,0,2,1,2,1,0,0
510594408001,3,3,2,1,0,0,0
510594408002,1,1,1,0,0,0,0
510594408003,0,3,1,2,1,0,0
510594501001,1,2,0,1,0,0,0
510594501002,2,4,2,1,0,0,0
510594501003,0,1,1,1,0,0,0
510594501004,1,2,1,0,0,0,0
510594502001,2,1,1,2,2,0,0
510594502002,2,3,0,0,1,0,0
510594503001,0,1,1,1,0,0,0
510594503002,0,1,0,0,0,0,0
510594503003,2,3,2,1,1,0,0
510594503004,0,1,0,0,0,0,0
510594504001,1,1,1,1,0,1,0
510594504002,1,1,1,1,0,0,0
510594505001,1,1,1,0,1,0,0
510594505002,1,1,1,1,0,1,1
510594506011,1,1,1,1,0,0,0
510594506012,1,2,0,0,0,0,0
510594506013,1,1,1,1,0,0,0
510594506014,0,0,0,0,0,0,0
510594506021,4,1,1,0,0,0,0
510594506022,2,2,1,1,0,0,0
510594506023,1,1,1,1,1,0,0
510594507011,1,4,2,2,1,0,0
510594507021,1,1,1,2,0,1,0
510594507022,2,2,1,1,0,0,0
510594508001,0,1,1,1,0,0,0
510594508002,1,2,1,1,1,0,0
510594508003,1,1,1,1,0,0,0
510594509001,1,1,1,0,0,0,0
510594509002,0,1,0,0,0,0,0
510594510001,1,1,0,1,0,0,0
510594510002,1,2,1,1,0,0,0
510594511001,1,2,0,0,0,0,0
510594511002,1,3,0,0,0,0,0
510594512001,0,1,0,1,0,0,0
510594512002,1,1,1,0,0,0,0
510594513001,1,1,1,1,0,0,0
510594513002,1,2,1,1,0,0,0
510594514001,3,1,1,1,0,1,0
510594514002,2,0,0,1,0,1,0
510594515011,3,1,0,0,1,1,0
510594515012,0,1,0,1,0,0,1
510594515013,5,2,1,0,0,0,0
510594515014,3,1,1,0,0,0,0
510594515021,2,2,1,0,0,0,0
510594515022,5,2,2,2,0,1,0
510594516011,1,2,1,2,0,3,1
510594516012,0,1,1,0,0,0,0
510594516013,0,0,0,0,0,0,0
510594516014,0,0,0,1,1,0,0
510594516021,0,1,0,0,0,0,0
510594516022,3,2,3,1,0,0,0
510594518001,1,1,1,0,1,0,0
510594518002,1,2,1,1,0,1,0
510594519001,1,1,0,1,0,0,0
510594519002,4,3,2,0,1,0,0
510594519003,0,0,1,1,0,0,0
510594520001,3,3,3,1,0,0,0
510594521011,0,2,1,0,0,0,0
510594521012,1,2,1,1,1,0,0
510594521013,2,1,1,1,0,1,0
510594521021,4,2,2,2,1,0,0
510594522001,1,2,1,2,1,1,0
510594522002,2,2,1,1,0,0,0
510594522003,1,1,0,0,0,1,1
510594522004,1,1,0,1,0,0,0
510594523011,4,3,1,2,0,0,0
510594523012,1,2,0,1,0,0,0
510594523021,1,2,1,2,1,0,0
510594523022,2,2,1,1,0,0,0
510594524001,1,1,1,0,0,0,1
510594524002,1,1,0,0,0,0,0
510594524003,1,1,1,0,0,0,0
510594524004,1,1,1,1,1,0,1
510594524005,1,1,1,2,0,0,0
510594525011,0,1,1,1,0,0,0
510594525012,2,2,1,1,0,0,0
510594525013,1,2,0,1,0,0,1
510594525021,0,1,0,1,0,0,0
510594525022,1,1,1,1,1,0,0
510594525023,1,1,2,1,2,0,0
510594526001,3,3,2,1,1,2,0
510594526002,2,4,0,1,1,0,0
510594526003,2,2,0,1,0,0,1
510594527001,1,2,1,1,1,0,0
510594527002,2,1,2,1,1,1,0
510594527003,1,1,0,1,0,0,0
510594528011,0,1,1,0,0,0,0
510594528012,4,3,1,1,1,2,1
510594528013,2,1,1,0,0,0,0
510594528014,5,1,0,0,0,0,0
510594528021,3,2,1,0,1,0,0
510594528022,5,2,1,0,0,0,0
510594601001,0,1,1,1,0,0,0
510594601002,0,2,1,3,0,0,0
510594601003,0,1,1,1,0,0,0
510594602001,0,2,2,2,0,0,0
510594602002,1,2,1,1,1,0,0
510594603001,0,1,1,1,0,0,0
510594603002,2,3,1,2,0,0,1
510594604001,1,2,1,1,0,0,0
510594604002,3,2,2,1,1,0,0
510594604003,2,1,1,0,0,0,0
510594605011,1,3,2,2,1,0,0
510594605021,4,4,3,2,1,0,0
510594605022,1,2,1,2,1,0,0
510594605023,1,1,1,1,1,0,0
510594606001,0,2,2,1,0,0,0
510594606002,1,2,1,2,0,0,0
510594607011,0,2,1,1,0,0,0
510594607012,1,1,2,2,0,0,0
510594607021,0,1,1,1,1,0,0
510594607022,1,2,1,1,1,0,0
510594607023,1,1,1,1,1,0,0
510594608001,0,1,0,1,0,0,0
510594608002,2,3,2,1,1,0,0
510594609001,1,3,1,2,1,0,0
510594610001,1,2,2,2,1,0,0
510594611001,1,2,1,1,1,0,0
510594611002,3,2,1,1,0,1,0
510594611003,2,3,1,2,1,0,0
510594612011,1,3,1,1,0,0,0
510594612012,0,3,1,1,0,0,0
510594612013,0,1,0,0,0,0,0
510594612021,2,1,0,1,0,0,0
510594612022,5,3,2,1,0,1,0
510594612023,1,2,1,2,1,1,0
510594615001,2,1,0,0,0,1,0
510594615002,0,1,1,1,0,1,0
510594615003,2,1,0,1,2,0,0
510594615004,1,3,2,1,0,0,0
510594615005,1,1,0,1,0,0,0
510594616011,1,2,1,0,0,0,0
510594616012,3,3,1,1,0,0,0
510594616013,2,2,3,2,2,0,0
510594616014,1,1,0,0,0,0,0
510594616021,6,5,1,0,0,1,0
510594616022,1,2,1,0,0,0,0
510594616023,1,3,2,1,0,0,0
510594617001,2,2,3,1,2,0,0
510594617002,2,2,2,1,0,0,0
510594617003,1,1,1,2,0,1,0
510594618011,2,2,1,1,0,0,0
510594618021,3,3,2,1,1,0,0
510594618022,3,1,1,2,0,0,0
510594618023,2,3,0,1,0,0,0
510594619011,1,1,1,1,0,1,0
510594619012,2,3,1,1,0,0,0
510594619021,1,2,1,1,0,0,0
510594701001,0,1,0,1,0,0,0
510594701002,1,3,1,1,1,0,1
510594703001,1,3,1,1,0,0,0
510594703002,0,1,1,1,0,0,0
510594704001,1,2,0,1,0,0,0
510594704002,0,2,0,1,0,0,0
510594704003,0,0,0,1,0,0,0
510594704004,0,2,1,1,1,0,0
510594705001,0,1,1,1,0,0,0
510594705002,1,2,2,1,0,0,0
510594705003,0,1,1,1,0,0,0
510594705004,3,1,1,0,0,0,0
510594706001,0,2,0,1,0,0,0
510594706002,2,2,1,1,0,0,0
510594707001,1,2,1,0,0,0,0
510594707002,0,1,1,1,0,0,0
510594707003,0,1,1,0,0,0,0
510594707004,0,1,1,1,0,0,0
510594707005,1,1,1,1,0,0,0
510594708001,0,1,1,1,0,0,0
510594708002,1,2,2,2,0,0,0
510594709001,2,1,1,2,0,0,1
510594709002,1,2,0,2,0,1,0
510594709003,2,2,1,0,0,0,0
510594709004,2,2,0,1,0,0,0
510594709005,1,1,0,1,0,0,0
510594710001,3,3,1,1,1,0,0
510594711001,1,3,1,1,1,0,0
510594711002,0,2,0,1,1,0,0
510594711003,0,1,1,0,0,0,0
510594711004,2,1,1,1,0,0,0
510594711005,1,1,0,1,0,0,0
510594712011,5,2,1,1,0,0,0
510594712012,1,1,0,0,0,0,0
510594712013,1,2,1,0,0,0,0
510594712021,4,3,1,0,0,0,0
510594712022,2,3,1,1,1,0,0
510594712023,2,1,0,1,0,0,0
510594713011,2,2,2,1,1,0,0
510594713012,2,3,1,1,0,0,0
510594713031,1,0,1,1,0,0,0
510594713032,3,2,0,0,0,0,0
510594713033,4,2,1,1,0,1,0
510594713041,1,2,2,1,0,0,0
510594714011,0,2,1,1,0,0,0
510594714012,2,2,2,2,0,0,0
510594714021,1,3,2,1,1,0,0
510594714022,1,1,1,1,1,0,0
510594801001,0,2,1,1,1,0,0
510594801002,0,2,1,1,1,0,0
510594801003,0,3,0,1,0,0,0
510594801004,0,1,0,1,0,0,0
510594802011,0,2,1,1,0,0,0
510594802012,0,2,1,1,1,0,0
510594802013,0,2,1,1,0,0,0
510594802021,10,3,1,2,0,0,0
510594802022,2,3,1,1,0,0,0
510594802031,4,3,2,1,0,0,0
510594803001,0,4,2,1,1,0,1
510594803002,1,1,0,1,1,0,0
510594803003,0,4,2,2,1,1,0
510594804011,1,1,1,1,1,0,0
510594804012,1,3,4,1,1,0,0
510594804021,1,3,1,2,1,0,0
510594804022,1,3,2,1,1,0,0
510594804023,0,2,0,1,0,0,0
510594805011,0,1,1,1,0,0,0
510594805012,0,1,1,1,1,0,0
510594805013,0,1,1,1,1,0,0
510594805021,1,2,2,2,0,0,0
510594805022,0,1,1,0,0,0,0
510594805023,1,3,1,1,1,0,0
510594805031,1,1,1,1,0,0,0
510594805032,1,4,1,2,0,0,0
510594805041,3,2,1,1,0,0,0
510594805051,3,3,1,0,0,0,0
510594805052,2,1,1,1,0,0,0
510594805053,2,1,1,1,0,0,0
510594808011,2,1,1,1,0,0,0
510594808012,2,3,1,1,1,1,0
510594808013,0,1,0,1,0,0,0
510594808021,2,1,2,0,0,0,0
510594808022,1,2,0,2,1,0,0
510594808023,0,1,0,1,0,0,0
510594809011,1,1,1,0,0,0,0
510594809012,0,1,0,1,1,1,1
510594809013,1,1,1,1,1,1,0
510594809014,0,1,1,0,0,0,0
510594809021,2,3,2,2,1,0,0
510594809022,1,2,0,1,0,0,0
510594809031,2,1,1,0,0,0,0
510594809032,2,1,1,1,0,0,0
510594809033,0,1,0,1,0,1,1
510594810001,1,3,2,1,1,0,0
510594810002,0,1,2,3,1,0,0
510594811011,4,3,3,0,0,0,0
510594811021,4,4,3,1,0,0,0
510594811022,0,1,0,0,0,0,0
510594811031,1,1,2,2,1,0,0
510594811032,1,1,1,1,0,0,0
510594811041,1,1,1,1,1,0,0
510594811042,1,1,0,2,0,0,0
510594811043,1,1,1,0,0,0,0
510594811051,0,2,1,1,1,0,0
510594811052,0,2,1,1,1,0,0
510594811053,1,1,1,1,0,0,0
510594811061,0,1,1,1,0,0,0
510594811062,1,3,1,1,1,0,0
510594811063,1,2,1,2,1,0,0
510594812011,0,2,1,1,0,0,0
510594812021,1,4,1,2,0,1,0
510594812022,1,2,1,1,1,0,0
510594812023,0,1,1,0,0,1,1
510594814001,3,3,0,1,0,0,0
510594814002,1,2,1,1,1,0,0
510594814003,2,2,1,1,0,0,0
510594814004,1,3,0,1,1,0,0
510594815001,1,3,1,1,1,0,0
510594816001,0,1,1,1,1,0,0
510594816002,0,2,1,1,0,0,0
510594817011,1,2,1,1,1,0,0
510594817012,0,2,2,2,1,0,0
510594817013,0,3,1,1,0,0,0
510594817021,1,2,1,2,1,0,0
510594817022,2,3,1,1,0,0,0
510594817023,3,1,1,0,0,0,0
510594819001,4,3,2,1,1,0,0
510594819002,0,3,1,1,0,0,0
510594819003,1,3,1,2,0,0,0
510594820011,1,2,1,1,0,0,0
510594820012,1,3,2,2,1,0,0
510594820013,0,1,1,1,0,0,0
510594820021,2,3,1,1,0,0,0
510594820022,5,3,1,0,0,0,0
510594821001,2,1,1,1,1,0,0
510594821002,2,4,2,1,0,0,0
510594822011,2,4,2,1,0,0,0
510594822021,2,1,0,0,0,0,0
510594822022,1,1,1,0,1,0,0
510594822023,3,2,0,0,0,0,0
510594822024,2,2,1,0,0,0,0
510594822031,2,1,0,0,0,0,0
510594822032,2,1,0,0,0,0,0
510594822033,4,2,0,1,0,0,0
510594822034,3,3,1,0,0,0,0
510594823011,5,4,3,0,0,0,0
510594823012,3,4,2,2,0,0,0
510594823021,2,3,1,1,0,0,0
510594823022,2,2,2,2,1,0,0
510594823031,2,2,1,1,0,0,0
510594823032,1,2,1,0,0,0,1
510594823033,3,3,1,2,0,1,0
510594824001,1,3,2,1,1,0,0
510594825011,1,1,1,0,0,0,0
510594825012,3,2,1,0,0,0,0
510594825013,3,3,3,2,2,0,0
510594825014,1,1,0,2,1,0,0
510594825015,1,2,1,0,0,0,0
510594825021,0,1,0,1,0,0,2
510594825022,1,2,1,3,1,0,0
510594825031,1,1,1,1,0,0,0
510594825032,0,1,0,1,0,0,0
510594825033,1,1,2,2,1,0,0
510594825041,1,2,1,2,1,0,0
510594825042,0,3,2,1,1,0,0
510594825043,0,1,1,1,0,0,0
510594826011,1,2,1,1,1,0,0
510594826012,2,2,3,3,1,0,0
510594826013,1,1,2,2,0,0,0
510594826021,0,2,2,2,0,1,0
510594826022,0,1,2,2,0,0,0
510594826023,2,2,1,1,0,0,0
510594826024,1,2,1,1,0,0,0
510594901011,0,1,1,1,1,0,0
510594901012,3,2,2,1,0,0,0
510594901013,1,2,2,1,1,0,0
510594901031,2,1,2,1,0,0,0
510594901032,1,1,1,1,0,0,0
510594901033,0,1,1,1,0,0,0
510594901034,1,1,1,1,0,0,0
510594905011,3,2,1,0,0,0,0
510594905012,1,1,1,1,1,0,0
510594905021,0,2,2,1,1,2,0
510594905022,0,1,1,1,0,0,0
510594905023,2,3,2,1,1,0,0
510594910001,1,2,1,1,1,0,0
510594911011,1,2,1,1,0,0,0
510594911012,0,2,1,2,0,0,1
510594911021,1,2,1,1,0,0,0
510594911022,1,1,2,1,0,0,0
510594911031,1,1,2,1,1,0,0
510594911032,2,2,1,1,1,1,0
510594911033,1,2,2,1,0,0,0
510594911034,1,1,1,1,1,0,0
510594912011,1,1,1,1,0,0,0
510594912012,1,2,1,2,0,1,0
510594912013,3,3,2,0,1,0,0
510594912014,0,2,0,0,0,0,0
510594912021,3,3,2,1,0,0,0
510594913011,1,1,1,0,0,1,0
510594913012,0,1,2,2,1,0,0
510594913013,0,1,0,1,1,0,0
510594913014,2,2,1,3,1,0,0
510594913021,4,3,2,2,0,0,0
510594913022,0,1,1,1,0,0,0
510594913031,1,0,2,1,0,0,0
510594913032,4,3,2,2,1,0,0
510594914011,1,1,2,1,1,0,1
510594914012,1,1,1,1,0,0,0
510594914013,1,2,1,1,0,0,0
510594914014,1,1,0,0,0,0,0
510594914021,1,2,2,1,1,1,0
510594914022,1,1,2,1,1,0,1
510594914031,0,3,1,2,1,0,0
510594914032,0,1,1,1,0,0,1
510594914041,1,2,1,1,0,0,0
510594914042,1,2,1,3,1,0,0
510594914051,0,2,2,2,1,0,0
510594915011,3,2,1,2,0,1,0
510594915012,2,3,2,2,0,1,0
510594915013,0,0,1,1,1,0,0
510594915021,1,3,4,2,1,0,0
510594915022,0,2,1,2,0,0,0
510594915023,0,2,2,1,0,0,0
510594916011,0,0,1,1,0,0,0
510594916012,2,3,1,2,1,1,0
510594916013,2,1,1,1,0,0,0
510594916021,1,2,1,2,1,0,0
510594916022,1,1,1,2,2,0,0
510594917011,2,1,0,0,0,0,0
510594917012,2,3,1,1,0,0,0
510594917013,2,2,1,1,0,0,0
510594917021,3,2,1,0,0,0,0
510594917022,3,3,2,1,0,0,0
510594917023,2,3,2,1,1,0,0
510594917024,0,1,1,0,0,0,0
510594917025,2,1,1,1,1,0,0
510594917031,5,3,2,1,0,0,0
510594917032,2,2,1,0,1,0,0
510594917033,3,2,2,0,0,0,0
510594917041,4,1,1,1,0,0,0
510594917042,1,2,1,1,0,0,0
510594917043,2,2,2,1,0,0,2
510594917051,0,3,2,3,1,0,0
510594918011,3,3,1,0,0,0,0
510594918012,1,1,1,1,0,0,1
510594918021,3,2,1,0,0,0,0
510594918022,1,2,0,2,0,0,0
510594918031,3,2,1,3,0,0,0
510594918032,0,2,1,1,1,0,0
510594918033,3,4,2,1,0,0,0
510594920001,0,2,1,1,1,0,0
510594920002,1,3,2,1,0,1,0
510594920003,1,4,1,1,1,0,1
510594921001,0,2,0,1,1,0,0
510594921002,1,2,1,1,0,0,0
510594921003,0,3,1,2,1,0,0
510594921004,0,1,0,0,1,0,0
510594922011,1,3,1,1,1,0,0
510594922012,0,1,0,1,0,0,0
510594922021,1,2,1,1,0,0,0
510594922022,1,3,3,1,1,0,0
510594922023,0,2,1,1,1,1,0
510594922031,0,1,0,1,0,0,0
510594922032,0,2,1,1,0,0,0
510594922033,0,2,1,2,0,0,0
510594923001,1,2,1,1,0,0,0
510594923002,0,2,1,1,0,0,0
510594924001,2,3,1,1,0,0,0
510594924002,3,2,1,2,1,0,0
510594925001,1,3,1,0,1,2,0
510594925002,0,3,1,1,0,0,0
510599801001,0,0,0,0,0,0,0
510599802001,0,0,0,0,0,0,0
510599803001,0,0,0,0,0,0,0
